"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","stim_order","rt","stimulus","response","workerId","interview_date","handedness","version","phase","difficulty","stimulus_set","selected_stim","index","deck_probabilities","key_press","reward_type","reversal_type","reward_tally","total_earnings"
"","","","","","html-keyboard-response","14","8106","0.0-11.0-0.1","[""dog"",""cat"",""rabbit""]","null","<div style='font-size:40px'>+</div>","null","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","15","8415","0.0-11.0-1.1","[""dog"",""cat"",""rabbit""]","307","
            <div class='image-container'>
                <img class='stimuli-left' src='stim/loss/8/dogsquare.jpg'>
                <img class='stimuli-middle' src='stim/loss/8/catsquare.jpg'>
                <img class='stimuli-right' src='stim/loss/8/rabbitsquare.jpg'>
            </div>","2","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","16","9418","0.0-11.0-2.1","[""dog"",""cat"",""rabbit""]","null","
                <div class='image-container'>
                    <img class='stimuli-left' src='stim/loss/8/dogsquare.jpg'>
                    <img class='stimuli-middle' src='stim/loss/outcome/squared_win.png'>    
                    <img class='stimuli-right' src='stim/loss/8/rabbitsquare.jpg'>
                </div>","null","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","17","9921","0.0-11.0-0.2","[""dog"",""cat"",""rabbit""]","null","<div style='font-size:40px'>+</div>","null","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","18","10486","0.0-11.0-1.2","[""dog"",""cat"",""rabbit""]","564","
            <div class='image-container'>
                <img class='stimuli-left' src='stim/loss/8/dogsquare.jpg'>
                <img class='stimuli-middle' src='stim/loss/8/catsquare.jpg'>
                <img class='stimuli-right' src='stim/loss/8/rabbitsquare.jpg'>
            </div>","3","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","19","11488","0.0-11.0-2.2","[""dog"",""cat"",""rabbit""]","null","
                <div class='image-container'>
                    <img class='stimuli-left' src='stim/loss/8/dogsquare.jpg'>
                    <img class='stimuli-middle' src='stim/loss/8/catsquare.jpg'>
                    <img class='stimuli-right' src='stim/loss/outcome/squared_lose.png'>
                </div>","null","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","20","11978","0.0-12.0","[""dog"",""cat"",""rabbit""]","489","
        <p>You have now completed the practice round.</p>
        <p>You will now begin the main task, which will take approximately 10 minutes.</p>
        <p>You will be given <b> 8000 </b> points and should attempt to retain points as you select animals.</p>
        <p>As a reminder, your remaining points will be converted to a final bonus of <b> $1 </b> per every <b> 2000 </b> points at the end of the game.</p>
        <p>Please press the zero (0) key whenever you are ready to start the task.</p>","0","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","21","12478","0.0-13.0-0.0","[""dog"",""cat"",""rabbit""]","null","<div style='font-size:40px'>+</div>","null","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","22","12961","0.0-13.0-1.0","[""dog"",""cat"",""rabbit""]","481","
            <div class='image-container'>
                <img class='stimuli-left' src='stim/loss/8/dogsquare.jpg'>
                <img class='stimuli-middle' src='stim/loss/8/catsquare.jpg'>
                <img class='stimuli-right' src='stim/loss/8/rabbitsquare.jpg'>
            </div>","2","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","23","13964","0.0-13.0-2.0","[""dog"",""cat"",""rabbit""]","481","
            <div class='image-container'>
                <img class='stimuli-left' src='stim/loss/8/dogsquare.jpg'>
                <img class='stimuli-middle' src='stim/loss/outcome/squared_win.png'>
                <img class='stimuli-right' src='stim/loss/8/rabbitsquare.jpg'>
            </div>","2","5","02/14/2026","right","loss","1","stable-volatile","8","cat","1","0.2,0.8,0.4","50","true","false","0",""
"","","","","","html-keyboard-response","24","14319","0.0-13.0-3.0-0.0","[""dog"",""cat"",""rabbit""]","352","You are 25% done with the experiment. Please press the (0) key to proceed.","0","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","25","14821","0.0-13.0-0.1","[""dog"",""cat"",""rabbit""]","null","<div style='font-size:40px'>+</div>","null","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","26","15307","0.0-13.0-1.1","[""dog"",""cat"",""rabbit""]","485","
            <div class='image-container'>
                <img class='stimuli-left' src='stim/loss/8/dogsquare.jpg'>
                <img class='stimuli-middle' src='stim/loss/8/catsquare.jpg'>
                <img class='stimuli-right' src='stim/loss/8/rabbitsquare.jpg'>
            </div>","1","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","27","16311","0.0-13.0-2.1","[""dog"",""cat"",""rabbit""]","485","
            <div class='image-container'>
                <img class='stimuli-left' src='stim/loss/outcome/squared_win.png'>
                <img class='stimuli-middle' src='stim/loss/8/catsquare.jpg'>
                <img class='stimuli-right' src='stim/loss/8/rabbitsquare.jpg'>
            </div>","1","5","02/14/2026","right","loss","1","stable-volatile","8","dog","2","0.2,0.8,0.4","49","true","false","0",""
"","","","","","html-keyboard-response","28","16757","0.0-13.0-3.1-0.1","[""dog"",""cat"",""rabbit""]","445","You are 50% done with the experiment. Please press the (0) key to proceed.","0","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","29","17258","0.0-13.0-0.2","[""dog"",""cat"",""rabbit""]","null","<div style='font-size:40px'>+</div>","null","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","30","17949","0.0-13.0-1.2","[""dog"",""cat"",""rabbit""]","689","
            <div class='image-container'>
                <img class='stimuli-left' src='stim/loss/8/dogsquare.jpg'>
                <img class='stimuli-middle' src='stim/loss/8/catsquare.jpg'>
                <img class='stimuli-right' src='stim/loss/8/rabbitsquare.jpg'>
            </div>","2","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","31","18952","0.0-13.0-2.2","[""dog"",""cat"",""rabbit""]","689","
            <div class='image-container'>
                <img class='stimuli-left' src='stim/loss/8/dogsquare.jpg'>
                <img class='stimuli-middle' src='stim/loss/outcome/squared_lose.png'>
                <img class='stimuli-right' src='stim/loss/8/rabbitsquare.jpg'>
            </div>","2","5","02/14/2026","right","loss","1","stable-volatile","8","cat","3","0.2,0.4,0.8","50","false","true","-50",""
"","","","","","html-keyboard-response","32","19279","0.0-13.0-3.2-0.2","[""dog"",""cat"",""rabbit""]","326","You are 75% done with the experiment. Please press the (0) key to proceed.","0","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","33","19781","0.0-13.0-0.3","[""dog"",""cat"",""rabbit""]","null","<div style='font-size:40px'>+</div>","null","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","34","20432","0.0-13.0-1.3","[""dog"",""cat"",""rabbit""]","650","
            <div class='image-container'>
                <img class='stimuli-left' src='stim/loss/8/dogsquare.jpg'>
                <img class='stimuli-middle' src='stim/loss/8/catsquare.jpg'>
                <img class='stimuli-right' src='stim/loss/8/rabbitsquare.jpg'>
            </div>","3","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","35","21435","0.0-13.0-2.3","[""dog"",""cat"",""rabbit""]","650","
            <div class='image-container'>
                <img class='stimuli-left' src='stim/loss/8/dogsquare.jpg'>
                <img class='stimuli-middle' src='stim/loss/8/catsquare.jpg'>
                <img class='stimuli-right' src='stim/loss/outcome/squared_lose.png'>
            </div>","3","5","02/14/2026","right","loss","1","stable-volatile","8","rabbit","4","0.2,0.4,0.8","51","false","false","-100",""
"","","","","","html-keyboard-response","36","26439","0.0-14.0","[""dog"",""cat"",""rabbit""]","null","
<div class='data-save-animation'>
    <p>Data saving...</p>
    <div class=""sk-cube-grid"">
        <div class=""sk-cube sk-cube1""></div>
        <div class=""sk-cube sk-cube2""></div>
        <div class=""sk-cube sk-cube3""></div>
        <div class=""sk-cube sk-cube4""></div>
        <div class=""sk-cube sk-cube5""></div>
        <div class=""sk-cube sk-cube6""></div>
        <div class=""sk-cube sk-cube7""></div>
        <div class=""sk-cube sk-cube8""></div>
        <div class=""sk-cube sk-cube9""></div>
    </div>
    <p>Do not close this window until the text disappears.</p>
</div>","null","","","","","","","","","","","","","","","$3.95"
